timestamp,value,well_id,observed_property_id,worker_id
2021-10-15 00:00,81.11,6,1,1
2021-10-05 00:00,100.51,6,1,1
2021-09-24 00:00,119.01,6,1,1
2021-09-15 00:00,130.51,6,1,1
2021-09-08 00:00,118.81,6,1,1
2021-08-25 00:00,152.71,6,1,1
2021-08-16 00:00,120.31,6,1,1
2021-08-05 00:00,165.51,6,1,1
2021-07-26 00:00,92.01,6,1,1
2021-07-15 00:00,56.61,6,1,1
2021-07-06 00:00,69.71,6,1,1
2021-06-25 00:00,158.61,6,1,1
2021-06-15 00:00,135.51,6,1,1
2021-06-04 00:00,67.11,6,1,1
2021-05-25 00:00,123.91,6,1,1
2021-05-14 00:00,127.21,6,1,1
2021-05-05 00:00,96.21,6,1,1
2021-04-26 00:00,149.81,6,1,1
2021-04-15 00:00,143.61,6,1,1
2021-04-05 00:00,148.21,6,1,1
2021-03-26 00:00,119.11,6,1,1
2021-03-15 00:00,71.31,6,1,1
2021-03-05 00:00,64.31,6,1,1
2021-02-25 00:00,50.11,6,1,1
2021-02-17 00:00,28.31,6,1,1
2021-02-05 00:00,46.31,6,1,1
2021-01-25 00:00,41.11,6,1,1
2021-01-15 00:00,33.01,6,1,1
2021-01-05 00:00,29.11,6,1,1
2022-02-15 00:00,97.49,7,1,1
2022-02-04 00:00,97.99,7,1,1
2022-01-25 00:00,105.19,7,1,1
2022-01-14 00:00,100.59,7,1,1
2022-01-05 00:00,105.49,7,1,1
2021-12-23 00:00,117.19,7,1,1
2021-12-15 00:00,120.79,7,1,1
2021-12-06 00:00,135.49,7,1,1
2021-11-24 00:00,149.39,7,1,1
2021-11-15 00:00,161.99,7,1,1
2021-11-05 00:00,168.39,7,1,1
2021-10-25 00:00,173.99,7,1,1
2021-10-15 00:00,190.89,7,1,1
2021-10-05 00:00,210.19,7,1,1
2021-09-24 00:00,234.99,7,1,1
2021-09-15 00:00,219.69,7,1,1
2021-09-08 00:00,226.49,7,1,1
2021-08-25 00:00,222.79,7,1,1
2021-08-16 00:00,228.99,7,1,1
2021-08-05 00:00,211.29,7,1,1
2021-07-26 00:00,157.19,7,1,1
2021-07-15 00:00,165.69,7,1,1
2021-07-06 00:00,191.19,7,1,1
2021-06-25 00:00,251.39,7,1,1
2021-06-15 00:00,210.79,7,1,1
2021-06-04 00:00,200.99,7,1,1
2021-05-25 00:00,238.99,7,1,1
2021-05-14 00:00,220.49,7,1,1
2021-05-05 00:00,231.19,7,1,1
2021-04-26 00:00,264.99,7,1,1
2021-04-15 00:00,268.79,7,1,1
2021-04-05 00:00,240.99,7,1,1
2021-03-26 00:00,197.69,7,1,1
2021-03-15 00:00,147.99,7,1,1
2021-03-05 00:00,145.19,7,1,1
2021-02-25 00:00,115.19,7,1,1
2021-02-17 00:00,113.39,7,1,1
2021-02-05 00:00,106.79,7,1,1
2021-01-25 00:00,104.29,7,1,1
2021-01-15 00:00,107.29,7,1,1
2021-01-05 00:00,114.69,7,1,1
2022-02-15 00:00,12.05,8,1,1
2022-02-04 00:00,0.75,8,1,1
2022-01-25 00:00,1.45,8,1,1
2022-01-14 00:00,5.35,8,1,1
2022-01-05 00:00,-5.08,8,1,1
2021-12-23 00:00,-1.15,8,1,1
2021-12-15 00:00,8.25,8,1,1
2021-12-06 00:00,-0.65,8,1,1
2021-11-24 00:00,16.45,8,1,1
2021-11-15 00:00,9.55,8,1,1
2021-11-05 00:00,15.87,8,1,1
2021-10-25 00:00,23.45,8,1,1
2021-10-15 00:00,28.35,8,1,1
2021-10-05 00:00,8.95,8,1,1
2021-09-24 00:00,18.65,8,1,1
2021-09-15 00:00,16.95,8,1,1
2021-09-08 00:00,21.35,8,1,1
2021-08-25 00:00,55.65,8,1,1
2021-08-16 00:00,14.05,8,1,1
2021-08-05 00:00,51.95,8,1,1
2021-07-26 00:00,61.35,8,1,1
2021-07-15 00:00,47.65,8,1,1
2021-07-06 00:00,9.55,8,1,1
2021-06-25 00:00,60.25,8,1,1
2021-06-15 00:00,36.45,8,1,1
2021-06-04 00:00,11.65,8,1,1
2021-05-25 00:00,46.55,8,1,1
2021-05-14 00:00,42.05,8,1,1
2021-05-05 00:00,15.25,8,1,1
2021-04-26 00:00,25.65,8,1,1
2021-04-15 00:00,41.05,8,1,1
2021-04-05 00:00,46.95,8,1,1
2021-03-26 00:00,39.85,8,1,1
2021-03-15 00:00,12.75,8,1,1
2021-03-05 00:00,26.35,8,1,1
2021-02-25 00:00,10.05,8,1,1
2021-02-17 00:00,-0.46,8,1,1
2021-02-05 00:00,4.35,8,1,1
2021-01-25 00:00,0.85,8,1,1
2021-01-15 00:00,-1.61,8,1,1
2021-01-05 00:00,0.95,8,1,1
2022-02-15 00:00,142.35,9,1,1
2022-02-04 00:00,142.65,9,1,1
2022-01-25 00:00,144.95,9,1,1
2022-01-14 00:00,147.95,9,1,1
2022-01-05 00:00,149.25,9,1,1
2021-12-23 00:00,152.75,9,1,1
2021-12-15 00:00,156.25,9,1,1
2021-12-06 00:00,162.25,9,1,1
2021-11-24 00:00,167.35,9,1,1
2021-11-15 00:00,168.15,9,1,1
2021-11-05 00:00,171.25,9,1,1
2021-10-25 00:00,181.65,9,1,1
2021-10-15 00:00,194.35,9,1,1
2021-10-05 00:00,186.25,9,1,1
2021-09-24 00:00,191.15,9,1,1
2021-09-15 00:00,195.85,9,1,1
2021-09-08 00:00,188.85,9,1,1
2021-08-25 00:00,189.85,9,1,1
2021-08-16 00:00,191.15,9,1,1
2021-08-05 00:00,195.55,9,1,1
2021-07-26 00:00,181.65,9,1,1
2021-07-15 00:00,171.15,9,1,1
2021-07-06 00:00,170.95,9,1,1
2021-06-25 00:00,199.55,9,1,1
2021-06-15 00:00,194.55,9,1,1
2021-06-04 00:00,174.25,9,1,1
2021-05-25 00:00,185.85,9,1,1
2021-05-14 00:00,172.75,9,1,1
2021-05-05 00:00,169.85,9,1,1
2021-04-26 00:00,176.05,9,1,1
2021-04-15 00:00,186.95,9,1,1
2021-04-05 00:00,170.45,9,1,1
2021-03-26 00:00,162.65,9,1,1
2021-03-15 00:00,154.15,9,1,1
2021-03-05 00:00,148.45,9,1,1
2021-02-25 00:00,142.45,9,1,1
2021-02-17 00:00,139.45,9,1,1
2021-02-05 00:00,140.85,9,1,1
2021-01-25 00:00,142.55,9,1,1
2021-01-15 00:00,144.25,9,1,1
2021-01-05 00:00,144.85,9,1,1
2022-02-15 00:00,112,10,1,1
2022-02-04 00:00,112.46,10,1,1
2022-01-25 00:00,114.1,10,1,1
2022-01-14 00:00,116.2,10,1,1
2022-01-05 00:00,117.5,10,1,1
2021-12-23 00:00,120.8,10,1,1
2021-12-15 00:00,123.9,10,1,1
2021-12-06 00:00,127.3,10,1,1
2021-11-24 00:00,133.96,10,1,1
2021-11-15 00:00,134.4,10,1,1
2021-11-05 00:00,146.56,10,1,1
2021-10-25 00:00,149.1,10,1,1
2021-10-15 00:00,155.66,10,1,1
2021-10-05 00:00,154.1,10,1,1
2021-09-24 00:00,164.3,10,1,1
2021-09-15 00:00,168.4,10,1,1
2021-09-08 00:00,161.75,10,1,1
2021-08-25 00:00,161.3,10,1,1
2021-08-16 00:00,162.7,10,1,1
2021-08-05 00:00,163.3,10,1,1
2021-07-26 00:00,145.9,10,1,1
2021-07-15 00:00,138.9,10,1,1
2021-07-06 00:00,137.9,10,1,1
2021-06-25 00:00,165.9,10,1,1
2021-06-15 00:00,157.8,10,1,1
2021-06-04 00:00,142.2,10,1,1
2021-05-25 00:00,156.2,10,1,1
2021-05-14 00:00,139.8,10,1,1
2021-05-05 00:00,134.7,10,1,1
2021-04-26 00:00,137.4,10,1,1
2021-04-15 00:00,158.8,10,1,1
2021-04-05 00:00,130.5,10,1,1
2021-03-26 00:00,128,10,1,1
2021-03-15 00:00,119.6,10,1,1
2021-03-05 00:00,115.19,10,1,1
2021-02-25 00:00,109.2,10,1,1
2021-02-17 00:00,107.9,10,1,1
2021-02-05 00:00,111.3,10,1,1
2021-01-25 00:00,111.1,10,1,1
2021-01-15 00:00,111.8,10,1,1
2021-01-05 00:00,113.3,10,1,1
